ProductCLass	Product	Description	ProductCurrency	NegotiationLot	PriceLot	ISIN	Dt_Issue	Dt_Expiry	Index Rate	PctRate	Dt_CashMaturity	Liquidity	Rating	Dt_Com	Dt_CashFlow	Cash Flow Currency	Fixed Coupon	Coupon Time Basis	Coupon Rate Basis	Coupon Rate Frequency	Dt_StartCoupon	Dt_EndCoupon	Float Index	Is Fixing Period	Dt_Fixing	Dt_StartFloat	Dt_EndFloat	Principal Indexed Index	Dt_StartIndex	Dt_EndIndex	Principal Amortization Pct	Forward	PU Effective Payment	LinkedProduct	Base Price	Price Fixing Date	Float Fixing Date	Float Start	Float End Date	Float Spread	Float Rate Basis	Float Time Basis	Dt_StartAccrual	Dt_FirstPayment	Annual Payment Frequency
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2072	04/15/2072	USD	4.32	Act360	Linear	1	01/15/2072	04/15/2072	USD LIBOR 3M	True	01/13/2072	01/15/2072	04/15/2072																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2072	01/15/2072	USD	4.32	Act360	Linear	1	10/15/2071	01/15/2072	USD LIBOR 3M	True	10/13/2071	10/15/2071	01/15/2072																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2071	10/15/2071	USD	4.32	Act360	Linear	1	07/15/2071	10/15/2071	USD LIBOR 3M	True	07/13/2071	07/15/2071	10/15/2071																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2071	07/15/2071	USD	4.32	Act360	Linear	1	04/15/2071	07/15/2071	USD LIBOR 3M	True	04/13/2071	04/15/2071	07/15/2071																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2071	04/15/2071	USD	4.32	Act360	Linear	1	01/15/2071	04/15/2071	USD LIBOR 3M	True	01/13/2071	01/15/2071	04/15/2071																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2071	01/15/2071	USD	4.32	Act360	Linear	1	10/15/2070	01/15/2071	USD LIBOR 3M	True	10/10/2070	10/15/2070	01/15/2071																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2070	10/15/2070	USD	4.32	Act360	Linear	1	07/15/2070	10/15/2070	USD LIBOR 3M	True	07/11/2070	07/15/2070	10/15/2070																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2070	07/15/2070	USD	4.32	Act360	Linear	1	04/15/2070	07/15/2070	USD LIBOR 3M	True	04/11/2070	04/15/2070	07/15/2070																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2070	04/15/2070	USD	4.32	Act360	Linear	1	01/15/2070	04/15/2070	USD LIBOR 3M	True	01/13/2070	01/15/2070	04/15/2070																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2070	01/15/2070	USD	4.32	Act360	Linear	1	10/15/2069	01/15/2070	USD LIBOR 3M	True	10/10/2069	10/15/2069	01/15/2070																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2069	10/15/2069	USD	4.32	Act360	Linear	1	07/15/2069	10/15/2069	USD LIBOR 3M	True	07/11/2069	07/15/2069	10/15/2069																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2069	07/15/2069	USD	4.32	Act360	Linear	1	04/15/2069	07/15/2069	USD LIBOR 3M	True	04/10/2069	04/15/2069	07/15/2069																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/08/2069	04/15/2069	USD	4.32	Act360	Linear	1	01/15/2069	04/15/2069	USD LIBOR 3M	True	01/11/2069	01/15/2069	04/15/2069																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2069	01/15/2069	USD	4.32	Act360	Linear	1	10/15/2068	01/15/2069	USD LIBOR 3M	True	10/11/2068	10/15/2068	01/15/2069																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/09/2068	10/15/2068	USD	4.32	Act360	Linear	1	07/16/2068	10/15/2068	USD LIBOR 3M	True	07/12/2068	07/16/2068	10/15/2068																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/10/2068	07/16/2068	USD	4.32	Act360	Linear	1	04/16/2068	07/16/2068	USD LIBOR 3M	True	04/12/2068	04/16/2068	07/16/2068																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/10/2068	04/16/2068	USD	4.32	Act360	Linear	1	01/17/2068	04/16/2068	USD LIBOR 3M	True	01/12/2068	01/17/2068	04/16/2068																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/10/2068	01/17/2068	USD	4.32	Act360	Linear	1	10/17/2067	01/17/2068	USD LIBOR 3M	True	10/13/2067	10/17/2067	01/17/2068																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/11/2067	10/17/2067	USD	4.32	Act360	Linear	1	07/15/2067	10/17/2067	USD LIBOR 3M	True	07/13/2067	07/15/2067	10/17/2067																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2067	07/15/2067	USD	4.32	Act360	Linear	1	04/15/2067	07/15/2067	USD LIBOR 3M	True	04/13/2067	04/15/2067	07/15/2067																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2067	04/15/2067	USD	4.32	Act360	Linear	1	01/18/2067	04/15/2067	USD LIBOR 3M	True	01/13/2067	01/18/2067	04/15/2067																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2067	01/18/2067	USD	4.32	Act360	Linear	1	10/15/2066	01/18/2067	USD LIBOR 3M	True	10/13/2066	10/15/2066	01/18/2067																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2066	10/15/2066	USD	4.32	Act360	Linear	1	07/15/2066	10/15/2066	USD LIBOR 3M	True	07/13/2066	07/15/2066	10/15/2066																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2066	07/15/2066	USD	4.32	Act360	Linear	1	04/15/2066	07/15/2066	USD LIBOR 3M	True	04/13/2066	04/15/2066	07/15/2066																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/08/2066	04/15/2066	USD	4.32	Act360	Linear	1	01/15/2066	04/15/2066	USD LIBOR 3M	True	01/13/2066	01/15/2066	04/15/2066																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2066	01/15/2066	USD	4.32	Act360	Linear	1	10/15/2065	01/15/2066	USD LIBOR 3M	True	10/13/2065	10/15/2065	01/15/2066																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2065	10/15/2065	USD	4.32	Act360	Linear	1	07/15/2065	10/15/2065	USD LIBOR 3M	True	07/13/2065	07/15/2065	10/15/2065																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2065	07/15/2065	USD	4.32	Act360	Linear	1	04/15/2065	07/15/2065	USD LIBOR 3M	True	04/13/2065	04/15/2065	07/15/2065																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2065	04/15/2065	USD	4.32	Act360	Linear	1	01/15/2065	04/15/2065	USD LIBOR 3M	True	01/13/2065	01/15/2065	04/15/2065																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2065	01/15/2065	USD	4.32	Act360	Linear	1	10/15/2064	01/15/2065	USD LIBOR 3M	True	10/10/2064	10/15/2064	01/15/2065																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2064	10/15/2064	USD	4.32	Act360	Linear	1	07/15/2064	10/15/2064	USD LIBOR 3M	True	07/11/2064	07/15/2064	10/15/2064																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2064	07/15/2064	USD	4.32	Act360	Linear	1	04/15/2064	07/15/2064	USD LIBOR 3M	True	04/11/2064	04/15/2064	07/15/2064																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2064	04/15/2064	USD	4.32	Act360	Linear	1	01/15/2064	04/15/2064	USD LIBOR 3M	True	01/11/2064	01/15/2064	04/15/2064																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2064	01/15/2064	USD	4.32	Act360	Linear	1	10/15/2063	01/15/2064	USD LIBOR 3M	True	10/11/2063	10/15/2063	01/15/2064																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/09/2063	10/15/2063	USD	4.32	Act360	Linear	1	07/16/2063	10/15/2063	USD LIBOR 3M	True	07/12/2063	07/16/2063	10/15/2063																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/10/2063	07/16/2063	USD	4.32	Act360	Linear	1	04/16/2063	07/16/2063	USD LIBOR 3M	True	04/11/2063	04/16/2063	07/16/2063																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2063	04/16/2063	USD	4.32	Act360	Linear	1	01/16/2063	04/16/2063	USD LIBOR 3M	True	01/11/2063	01/16/2063	04/16/2063																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2063	01/16/2063	USD	4.32	Act360	Linear	1	10/16/2062	01/16/2063	USD LIBOR 3M	True	10/12/2062	10/16/2062	01/16/2063																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/10/2062	10/16/2062	USD	4.32	Act360	Linear	1	07/17/2062	10/16/2062	USD LIBOR 3M	True	07/13/2062	07/17/2062	10/16/2062																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2062	07/17/2062	USD	4.32	Act360	Linear	1	04/17/2062	07/17/2062	USD LIBOR 3M	True	04/13/2062	04/17/2062	07/17/2062																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2062	04/17/2062	USD	4.32	Act360	Linear	1	01/17/2062	04/17/2062	USD LIBOR 3M	True	01/12/2062	01/17/2062	04/17/2062																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/10/2062	01/17/2062	USD	4.32	Act360	Linear	1	10/17/2061	01/17/2062	USD LIBOR 3M	True	10/13/2061	10/17/2061	01/17/2062																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/11/2061	10/17/2061	USD	4.32	Act360	Linear	1	07/15/2061	10/17/2061	USD LIBOR 3M	True	07/13/2061	07/15/2061	10/17/2061																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2061	07/15/2061	USD	4.32	Act360	Linear	1	04/15/2061	07/15/2061	USD LIBOR 3M	True	04/13/2061	04/15/2061	07/15/2061																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2061	04/15/2061	USD	4.32	Act360	Linear	1	01/18/2061	04/15/2061	USD LIBOR 3M	True	01/13/2061	01/18/2061	04/15/2061																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2061	01/18/2061	USD	4.32	Act360	Linear	1	10/15/2060	01/18/2061	USD LIBOR 3M	True	10/13/2060	10/15/2060	01/18/2061																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2060	10/15/2060	USD	4.32	Act360	Linear	1	07/15/2060	10/15/2060	USD LIBOR 3M	True	07/13/2060	07/15/2060	10/15/2060																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2060	07/15/2060	USD	4.32	Act360	Linear	1	04/15/2060	07/15/2060	USD LIBOR 3M	True	04/13/2060	04/15/2060	07/15/2060																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2060	04/15/2060	USD	4.32	Act360	Linear	1	01/15/2060	04/15/2060	USD LIBOR 3M	True	01/13/2060	01/15/2060	04/15/2060																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2060	01/15/2060	USD	4.32	Act360	Linear	1	10/15/2059	01/15/2060	USD LIBOR 3M	True	10/10/2059	10/15/2059	01/15/2060																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2059	10/15/2059	USD	4.32	Act360	Linear	1	07/15/2059	10/15/2059	USD LIBOR 3M	True	07/11/2059	07/15/2059	10/15/2059																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2059	07/15/2059	USD	4.32	Act360	Linear	1	04/15/2059	07/15/2059	USD LIBOR 3M	True	04/11/2059	04/15/2059	07/15/2059																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2059	04/15/2059	USD	4.32	Act360	Linear	1	01/15/2059	04/15/2059	USD LIBOR 3M	True	01/13/2059	01/15/2059	04/15/2059																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2059	01/15/2059	USD	4.32	Act360	Linear	1	10/15/2058	01/15/2059	USD LIBOR 3M	True	10/10/2058	10/15/2058	01/15/2059																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2058	10/15/2058	USD	4.32	Act360	Linear	1	07/15/2058	10/15/2058	USD LIBOR 3M	True	07/11/2058	07/15/2058	10/15/2058																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2058	07/15/2058	USD	4.32	Act360	Linear	1	04/15/2058	07/15/2058	USD LIBOR 3M	True	04/10/2058	04/15/2058	07/15/2058																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/08/2058	04/15/2058	USD	4.32	Act360	Linear	1	01/15/2058	04/15/2058	USD LIBOR 3M	True	01/11/2058	01/15/2058	04/15/2058																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2058	01/15/2058	USD	4.32	Act360	Linear	1	10/15/2057	01/15/2058	USD LIBOR 3M	True	10/11/2057	10/15/2057	01/15/2058																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/09/2057	10/15/2057	USD	4.32	Act360	Linear	1	07/16/2057	10/15/2057	USD LIBOR 3M	True	07/12/2057	07/16/2057	10/15/2057																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/10/2057	07/16/2057	USD	4.32	Act360	Linear	1	04/16/2057	07/16/2057	USD LIBOR 3M	True	04/12/2057	04/16/2057	07/16/2057																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/10/2057	04/16/2057	USD	4.32	Act360	Linear	1	01/16/2057	04/16/2057	USD LIBOR 3M	True	01/11/2057	01/16/2057	04/16/2057																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2057	01/16/2057	USD	4.32	Act360	Linear	1	10/16/2056	01/16/2057	USD LIBOR 3M	True	10/12/2056	10/16/2056	01/16/2057																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/10/2056	10/16/2056	USD	4.32	Act360	Linear	1	07/17/2056	10/16/2056	USD LIBOR 3M	True	07/13/2056	07/17/2056	10/16/2056																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2056	07/17/2056	USD	4.32	Act360	Linear	1	04/17/2056	07/17/2056	USD LIBOR 3M	True	04/13/2056	04/17/2056	07/17/2056																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2056	04/17/2056	USD	4.32	Act360	Linear	1	01/18/2056	04/17/2056	USD LIBOR 3M	True	01/13/2056	01/18/2056	04/17/2056																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2056	01/18/2056	USD	4.32	Act360	Linear	1	10/15/2055	01/18/2056	USD LIBOR 3M	True	10/13/2055	10/15/2055	01/18/2056																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2055	10/15/2055	USD	4.32	Act360	Linear	1	07/15/2055	10/15/2055	USD LIBOR 3M	True	07/13/2055	07/15/2055	10/15/2055																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2055	07/15/2055	USD	4.32	Act360	Linear	1	04/15/2055	07/15/2055	USD LIBOR 3M	True	04/13/2055	04/15/2055	07/15/2055																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2055	04/15/2055	USD	4.32	Act360	Linear	1	01/15/2055	04/15/2055	USD LIBOR 3M	True	01/13/2055	01/15/2055	04/15/2055																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2055	01/15/2055	USD	4.32	Act360	Linear	1	10/15/2054	01/15/2055	USD LIBOR 3M	True	10/13/2054	10/15/2054	01/15/2055																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2054	10/15/2054	USD	4.32	Act360	Linear	1	07/15/2054	10/15/2054	USD LIBOR 3M	True	07/13/2054	07/15/2054	10/15/2054																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2054	07/15/2054	USD	4.32	Act360	Linear	1	04/15/2054	07/15/2054	USD LIBOR 3M	True	04/13/2054	04/15/2054	07/15/2054																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2054	04/15/2054	USD	4.32	Act360	Linear	1	01/15/2054	04/15/2054	USD LIBOR 3M	True	01/13/2054	01/15/2054	04/15/2054																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2054	01/15/2054	USD	4.32	Act360	Linear	1	10/15/2053	01/15/2054	USD LIBOR 3M	True	10/10/2053	10/15/2053	01/15/2054																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2053	10/15/2053	USD	4.32	Act360	Linear	1	07/15/2053	10/15/2053	USD LIBOR 3M	True	07/11/2053	07/15/2053	10/15/2053																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2053	07/15/2053	USD	4.32	Act360	Linear	1	04/15/2053	07/15/2053	USD LIBOR 3M	True	04/11/2053	04/15/2053	07/15/2053																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2053	04/15/2053	USD	4.32	Act360	Linear	1	01/15/2053	04/15/2053	USD LIBOR 3M	True	01/13/2053	01/15/2053	04/15/2053																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2053	01/15/2053	USD	4.32	Act360	Linear	1	10/15/2052	01/15/2053	USD LIBOR 3M	True	10/10/2052	10/15/2052	01/15/2053																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2052	10/15/2052	USD	4.32	Act360	Linear	1	07/15/2052	10/15/2052	USD LIBOR 3M	True	07/11/2052	07/15/2052	10/15/2052																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2052	07/15/2052	USD	4.32	Act360	Linear	1	04/15/2052	07/15/2052	USD LIBOR 3M	True	04/11/2052	04/15/2052	07/15/2052																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2052	04/15/2052	USD	4.32	Act360	Linear	1	01/16/2052	04/15/2052	USD LIBOR 3M	True	01/11/2052	01/16/2052	04/15/2052																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2052	01/16/2052	USD	4.32	Act360	Linear	1	10/16/2051	01/16/2052	USD LIBOR 3M	True	10/12/2051	10/16/2051	01/16/2052																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/10/2051	10/16/2051	USD	4.32	Act360	Linear	1	07/17/2051	10/16/2051	USD LIBOR 3M	True	07/13/2051	07/17/2051	10/16/2051																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2051	07/17/2051	USD	4.32	Act360	Linear	1	04/17/2051	07/17/2051	USD LIBOR 3M	True	04/13/2051	04/17/2051	07/17/2051																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2051	04/17/2051	USD	4.32	Act360	Linear	1	01/17/2051	04/17/2051	USD LIBOR 3M	True	01/12/2051	01/17/2051	04/17/2051																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/10/2051	01/17/2051	USD	4.32	Act360	Linear	1	10/17/2050	01/17/2051	USD LIBOR 3M	True	10/13/2050	10/17/2050	01/17/2051																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/11/2050	10/17/2050	USD	4.32	Act360	Linear	1	07/15/2050	10/17/2050	USD LIBOR 3M	True	07/13/2050	07/15/2050	10/17/2050																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2050	07/15/2050	USD	4.32	Act360	Linear	1	04/15/2050	07/15/2050	USD LIBOR 3M	True	04/13/2050	04/15/2050	07/15/2050																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2050	04/15/2050	USD	4.32	Act360	Linear	1	01/18/2050	04/15/2050	USD LIBOR 3M	True	01/13/2050	01/18/2050	04/15/2050																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2050	01/18/2050	USD	4.32	Act360	Linear	1	10/15/2049	01/18/2050	USD LIBOR 3M	True	10/13/2049	10/15/2049	01/18/2050																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2049	10/15/2049	USD	4.32	Act360	Linear	1	07/15/2049	10/15/2049	USD LIBOR 3M	True	07/13/2049	07/15/2049	10/15/2049																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2049	07/15/2049	USD	4.32	Act360	Linear	1	04/15/2049	07/15/2049	USD LIBOR 3M	True	04/13/2049	04/15/2049	07/15/2049																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2049	04/15/2049	USD	4.32	Act360	Linear	1	01/15/2049	04/15/2049	USD LIBOR 3M	True	01/13/2049	01/15/2049	04/15/2049																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2049	01/15/2049	USD	4.32	Act360	Linear	1	10/15/2048	01/15/2049	USD LIBOR 3M	True	10/13/2048	10/15/2048	01/15/2049																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2048	10/15/2048	USD	4.32	Act360	Linear	1	07/15/2048	10/15/2048	USD LIBOR 3M	True	07/13/2048	07/15/2048	10/15/2048																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2048	07/15/2048	USD	4.32	Act360	Linear	1	04/15/2048	07/15/2048	USD LIBOR 3M	True	04/13/2048	04/15/2048	07/15/2048																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2048	04/15/2048	USD	4.32	Act360	Linear	1	01/15/2048	04/15/2048	USD LIBOR 3M	True	01/13/2048	01/15/2048	04/15/2048																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2048	01/15/2048	USD	4.32	Act360	Linear	1	10/15/2047	01/15/2048	USD LIBOR 3M	True	10/10/2047	10/15/2047	01/15/2048																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2047	10/15/2047	USD	4.32	Act360	Linear	1	07/15/2047	10/15/2047	USD LIBOR 3M	True	07/11/2047	07/15/2047	10/15/2047																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2047	07/15/2047	USD	4.32	Act360	Linear	1	04/15/2047	07/15/2047	USD LIBOR 3M	True	04/10/2047	04/15/2047	07/15/2047																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/08/2047	04/15/2047	USD	4.32	Act360	Linear	1	01/15/2047	04/15/2047	USD LIBOR 3M	True	01/11/2047	01/15/2047	04/15/2047																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2047	01/15/2047	USD	4.32	Act360	Linear	1	10/15/2046	01/15/2047	USD LIBOR 3M	True	10/11/2046	10/15/2046	01/15/2047																		
